---
TYPE: stable_matching
MEN: m1, m2, m3, m4, m5, m6, m7, m8, m9, m10, m11, m12, m13, m14, m15, m16, m17, m18, m19, m20, m21, m22, m23, m24, m25, m26, m27, m28, m29, m30, m31, m32, m33, m34, m35, m36, m37, m38, m39, m40, m41, m42, m43, m44, m45, m46, m47, m48, m49, m50, m51, m52, m53, m54, m55, m56, m57, m58, m59, m60, m61, m62, m63, m64, m65, m66, m67, m68, m69, m70, m71, m72, m73, m74, m75, m76, m77, m78, m79, m80, m81, m82, m83, m84, m85, m86, m87, m88, m89, m90, m91, m92, m93, m94, m95, m96, m97, m98, m99, m100
w79: m99, m71, m47, m55, m48, m44, m16, m52, m36, m15, m39, m92, m68, m31, m34, m85, m64, m77, m49, m14, m3, m40, m21, m94, m25, m26, m11, m9, m69, m30, m1, m98, m73, m4, m46, m78, m13, m22, m58, m42, m93, m12, m7, m81, m50, m74, m57, m53, m59, m100, m84, m29, m79, m75, m96, m67, m89, m20, m27, m5, m65, m70, m32, m24, m66, m23, m6, m76, m61, m87, m43, m91, m10, m51, m60, m17, m35, m28, m95, m63, m86, m19, m8, m80, m82, m41, m2, m54, m33, m83, m45, m56, m88, m38, m72, m97, m90, m18, m37, m62
w80: m94, m68, m85, m32, m22, m76, m60, m26, m41, m15, m75, m49, m20, m33, m71, m19, m10, m92, m30, m4, m55, m17, m99, m27, m21, m89, m5, m24, m52, m13, m43, m72, m62, m28, m83, m67, m42, m48, m87, m44, m79, m29, m81, m65, m14, m37, m6, m53, m9, m40, m3, m80, m7, m64, m93, m36, m38, m1, m82, m84, m39, m11, m100, m57, m12, m23, m54, m25, m45, m97, m31, m66, m70, m77, m18, m61, m96, m56, m88, m98, m34, m63, m69, m73, m78, m51, m95, m50, m16, m74, m47, m8, m58, m59, m91, m86, m46, m35, m90, m2
w81: m70, m2, m66, m8, m5, m33, m61, m29, m62, m58, m26, m10, m38, m43, m82, m20, m55, m77, m4, m18, m45, m90, m25, m23, m57, m6, m76, m19, m14, m69, m80, m94, m37, m78, m65, m24, m95, m59, m98, m84, m32, m63, m72, m41, m21, m89, m54, m16, m83, m75, m36, m9, m44, m11, m73, m42, m1, m13, m50, m91, m79, m30, m7, m86, m60, m74, m12, m64, m17, m22, m92, m27, m49, m31, m96, m93, m51, m40, m87, m99, m48, m46, m100, m71, m88, m53, m68, m15, m67, m85, m28, m35, m3, m97, m52, m34, m56, m47, m81, m39
w82: m94, m72, m20, m67, m32, m34, m21, m14, m2, m86, m49, m82, m23, m40, m25, m96, m19, m76, m27, m68, m42, m52, m22, m78, m90, m47, m77, m11, m53, m41, m4, m9, m10, m8, m48, m97, m15, m95, m6, m81, m56, m43, m92, m26, m84, m24, m89, m28, m5, m3, m79, m7, m62, m12, m13, m36, m16, m58, m30, m85, m59, m100, m17, m39, m98, m35, m99, m71, m33, m54, m37, m57, m1, m74, m50, m38, m45, m60, m64, m18, m70, m61, m46, m31, m66, m83, m69, m91, m63, m55, m51, m44, m87, m80, m88, m75, m93, m29, m73, m65
w83: m48, m23, m67, m65, m28, m62, m99, m80, m52, m16, m24, m94, m39, m71, m82, m44, m4, m84, m63, m87, m92, m90, m89, m50, m68, m29, m34, m97, m40, m54, m36, m42, m56, m75, m76, m79, m27, m70, m83, m25, m11, m2, m41, m72, m17, m33, m12, m95, m9, m98, m3, m47, m59, m93, m26, m19, m5, m8, m96, m35, m21, m86, m37, m38, m43, m100, m60, m20, m6, m1, m69, m49, m57, m15, m66, m18, m46, m51, m81, m58, m45, m14, m10, m53, m88, m32, m85, m7, m78, m13, m31, m74, m55, m73, m91, m61, m77, m30, m22, m64
w84: m15, m32, m81, m10, m73, m65, m52, m20, m39, m98, m55, m54, m34, m36, m26, m85, m48, m86, m56, m72, m66, m28, m11, m29, m60, m77, m25, m31, m16, m57, m96, m97, m30, m64, m84, m91, m93, m67, m18, m59, m100, m61, m22, m44, m71, m74, m78, m37, m40, m27, m79, m92, m24, m49, m6, m95, m41, m12, m83, m4, m7, m99, m50, m51, m80, m46, m14, m33, m17, m63, m21, m68, m45, m70, m35, m87, m5, m82, m89, m53, m1, m8, m76, m23, m94, m47, m90, m2, m88, m3, m38, m75, m9, m69, m62, m19, m58, m43, m42, m13
w85: m64, m62, m55, m31, m41, m63, m46, m57, m28, m20, m32, m82, m48, m29, m14, m27, m8, m10, m21, m83, m36, m84, m3, m94, m17, m42, m66, m56, m51, m25, m76, m86, m92, m79, m78, m58, m35, m6, m13, m74, m93, m40, m80, m11, m71, m50, m2, m16, m88, m4, m85, m81, m70, m87, m90, m73, m5, m91, m59, m97, m52, m96, m30, m61, m43, m23, m18, m89, m38, m1, m37, m19, m15, m98, m44, m67, m24, m77, m54, m12, m65, m69, m100, m47, m9, m7, m99, m60, m39, m68, m34, m72, m26, m33, m49, m75, m53, m45, m22, m95
w86: m71, m28, m20, m42, m5, m57, m46, m52, m32, m74, m96, m94, m17, m30, m69, m35, m67, m2, m89, m12, m22, m56, m93, m55, m27, m99, m86, m4, m48, m84, m21, m26, m36, m49, m65, m40, m11, m45, m14, m100, m1, m10, m75, m66, m6, m47, m85, m83, m64, m31, m87, m44, m80, m24, m92, m51, m98, m23, m8, m79, m50, m90, m18, m95, m9, m13, m29, m39, m62, m54, m7, m53, m16, m68, m72, m34, m97, m77, m41, m3, m73, m78, m19, m58, m38, m91, m59, m33, m15, m82, m70, m61, m43, m81, m60, m63, m88, m25, m76, m37
w87: m33, m87, m2, m52, m88, m25, m48, m44, m97, m92, m93, m22, m71, m94, m46, m80, m49, m27, m89, m63, m8, m60, m45, m21, m96, m29, m98, m14, m18, m34, m79, m83, m17, m26, m15, m42, m7, m40, m76, m9, m72, m38, m85, m99, m47, m5, m58, m13, m30, m53, m39, m19, m57, m74, m35, m41, m82, m81, m64, m3, m65, m90, m6, m78, m11, m75, m69, m43, m68, m55, m32, m73, m59, m70, m12, m1, m84, m10, m56, m66, m20, m36, m91, m61, m28, m51, m23, m16, m37, m54, m4, m67, m24, m100, m77, m95, m62, m31, m50, m86
w88: m90, m46, m86, m25, m45, m78, m10, m81, m31, m49, m16, m9, m7, m50, m29, m23, m92, m27, m91, m97, m40, m61, m96, m66, m34, m71, m73, m12, m44, m67, m4, m33, m75, m38, m51, m11, m39, m55, m37, m58, m24, m83, m68, m6, m98, m1, m63, m21, m48, m47, m95, m100, m79, m15, m94, m53, m99, m20, m2, m41, m8, m56, m26, m14, m59, m64, m77, m82, m69, m35, m62, m42, m72, m70, m84, m43, m19, m32, m87, m13, m18, m85, m3, m54, m74, m30, m80, m5, m93, m60, m57, m52, m88, m89, m17, m76, m36, m65, m22, m28
w89: m88, m22, m68, m76, m99, m98, m56, m49, m79, m70, m21, m67, m86, m7, m69, m13, m28, m57, m5, m29, m48, m87, m52, m4, m66, m63, m53, m37, m2, m11, m32, m96, m84, m73, m33, m95, m40, m54, m72, m80, m97, m93, m85, m14, m75, m16, m71, m8, m38, m1, m59, m30, m90, m3, m94, m18, m42, m27, m55, m47, m6, m78, m51, m61, m62, m58, m23, m60, m12, m39, m41, m74, m82, m81, m25, m65, m26, m36, m9, m15, m77, m50, m83, m31, m10, m91, m64, m100, m19, m44, m35, m92, m89, m43, m45, m34, m20, m17, m46, m24
w90: m61, m82, m83, m43, m93, m5, m41, m63, m15, m35, m10, m96, m69, m52, m27, m29, m95, m7, m2, m71, m90, m79, m88, m14, m34, m86, m8, m16, m98, m64, m68, m37, m45, m13, m21, m59, m73, m70, m49, m87, m38, m20, m80, m57, m32, m47, m75, m84, m65, m23, m100, m39, m77, m9, m36, m12, m26, m30, m1, m17, m51, m67, m89, m33, m99, m46, m48, m92, m78, m25, m11, m4, m85, m74, m19, m97, m76, m62, m81, m58, m54, m42, m18, m6, m94, m55, m44, m28, m3, m31, m72, m56, m91, m60, m50, m53, m22, m24, m66, m40
w91: m9, m31, m56, m26, m43, m38, m19, m83, m23, m30, m100, m4, m78, m18, m67, m17, m95, m87, m33, m80, m44, m54, m46, m50, m41, m81, m99, m57, m10, m69, m63, m66, m86, m24, m64, m94, m45, m48, m40, m42, m1, m2, m59, m8, m70, m51, m73, m84, m7, m68, m37, m96, m98, m62, m53, m22, m21, m3, m49, m77, m65, m91, m76, m58, m52, m28, m14, m34, m82, m92, m20, m75, m55, m85, m97, m90, m27, m11, m39, m71, m74, m36, m25, m35, m61, m15, m6, m72, m12, m16, m93, m13, m60, m89, m47, m88, m29, m79, m32, m5
w92: m98, m32, m87, m82, m71, m90, m4, m35, m80, m89, m39, m16, m14, m96, m65, m36, m11, m3, m50, m13, m45, m27, m47, m76, m66, m19, m17, m95, m28, m41, m31, m79, m6, m78, m25, m83, m38, m23, m1, m94, m86, m69, m37, m97, m12, m63, m18, m74, m93, m52, m22, m55, m7, m24, m43, m46, m92, m100, m33, m10, m44, m30, m59, m54, m57, m62, m88, m91, m20, m73, m8, m99, m42, m9, m26, m70, m60, m67, m84, m56, m49, m85, m21, m77, m40, m58, m75, m2, m5, m29, m15, m53, m81, m68, m51, m72, m64, m34, m61, m48
w93: m42, m70, m20, m15, m9, m11, m71, m68, m62, m51, m25, m5, m14, m99, m49, m95, m87, m54, m38, m66, m33, m98, m45, m16, m4, m10, m41, m69, m82, m18, m50, m64, m47, m97, m100, m31, m94, m35, m44, m37, m60, m73, m65, m77, m29, m36, m91, m30, m21, m85, m57, m7, m53, m88, m81, m80, m27, m39, m1, m96, m78, m86, m13, m67, m89, m17, m76, m59, m46, m28, m61, m19, m40, m75, m48, m6, m93, m22, m63, m92, m12, m2, m84, m32, m26, m43, m90, m58, m72, m8, m52, m79, m83, m23, m56, m3, m55, m74, m34, m24
w94: m28, m85, m43, m59, m62, m71, m9, m69, m76, m30, m89, m35, m26, m33, m64, m39, m100, m95, m5, m87, m98, m66, m88, m70, m82, m3, m10, m75, m61, m38, m6, m56, m91, m67, m97, m34, m40, m47, m27, m51, m90, m1, m13, m63, m86, m23, m53, m41, m12, m74, m7, m58, m14, m37, m48, m79, m18, m24, m36, m93, m31, m44, m32, m29, m99, m78, m19, m11, m83, m42, m54, m22, m72, m45, m49, m8, m50, m73, m4, m15, m84, m60, m16, m25, m94, m92, m52, m68, m57, m17, m21, m55, m46, m65, m81, m2, m20, m80, m96, m77
w95: m81, m74, m83, m73, m25, m4, m94, m56, m42, m58, m63, m89, m52, m71, m67, m30, m14, m36, m98, m24, m38, m3, m6, m87, m61, m32, m28, m65, m48, m70, m60, m2, m46, m92, m13, m35, m44, m55, m76, m15, m31, m86, m43, m100, m21, m91, m95, m84, m41, m34, m85, m49, m8, m96, m51, m82, m62, m99, m11, m20, m68, m47, m45, m10, m90, m18, m59, m9, m1, m16, m64, m79, m88, m39, m5, m80, m93, m27, m29, m26, m57, m17, m12, m53, m33, m77, m78, m7, m72, m22, m40, m19, m37, m50, m69, m75, m66, m54, m23, m97
w96: m72, m31, m55, m20, m41, m16, m65, m27, m59, m1, m21, m4, m30, m23, m92, m5, m57, m70, m35, m76, m71, m58, m68, m24, m29, m90, m66, m32, m87, m40, m96, m2, m91, m25, m18, m64, m80, m12, m42, m34, m38, m84, m10, m86, m33, m15, m56, m47, m19, m14, m28, m62, m26, m8, m95, m22, m48, m67, m43, m6, m79, m73, m51, m3, m81, m89, m44, m53, m99, m69, m37, m45, m77, m94, m88, m17, m52, m46, m100, m7, m98, m83, m75, m49, m74, m9, m61, m54, m97, m13, m63, m78, m93, m39, m50, m85, m36, m11, m82, m60
w97: m34, m21, m50, m93, m11, m44, m90, m39, m72, m74, m4, m88, m49, m32, m73, m23, m28, m67, m91, m26, m96, m94, m63, m71, m5, m79, m8, m31, m17, m7, m36, m20, m37, m78, m15, m51, m25, m53, m59, m30, m87, m47, m33, m86, m18, m52, m83, m14, m46, m66, m22, m2, m62, m89, m69, m1, m55, m13, m24, m81, m42, m95, m43, m64, m45, m75, m92, m61, m85, m99, m16, m82, m54, m56, m41, m60, m57, m40, m68, m48, m10, m12, m76, m70, m97, m38, m9, m3, m58, m6, m65, m29, m35, m98, m80, m84, m19, m77, m27, m100
w98: m100, m88, m40, m44, m24, m84, m7, m61, m85, m9, m68, m56, m8, m35, m32, m92, m71, m90, m1, m13, m26, m45, m96, m23, m99, m53, m81, m10, m12, m95, m93, m5, m58, m98, m89, m72, m36, m94, m48, m49, m77, m43, m79, m50, m80, m83, m67, m20, m4, m30, m65, m60, m55, m74, m16, m69, m46, m31, m91, m82, m33, m17, m39, m27, m28, m51, m86, m19, m73, m54, m29, m34, m11, m38, m63, m15, m41, m2, m25, m97, m52, m14, m21, m75, m70, m42, m66, m64, m76, m62, m6, m18, m57, m59, m87, m47, m37, m22, m3, m78
w99: m31, m94, m45, m95, m19, m41, m69, m64, m73, m40, m82, m38, m47, m29, m62, m15, m25, m52, m92, m54, m16, m35, m9, m21, m28, m55, m42, m24, m58, m33, m66, m2, m50, m59, m39, m3, m99, m27, m53, m84, m14, m18, m88, m23, m5, m91, m8, m72, m76, m20, m49, m97, m34, m7, m68, m81, m56, m12, m87, m36, m63, m22, m93, m26, m11, m30, m71, m57, m65, m80, m74, m98, m44, m100, m67, m89, m75, m83, m10, m13, m85, m48, m90, m4, m79, m6, m32, m60, m1, m51, m37, m96, m61, m17, m78, m77, m46, m70, m86, m43
w100: m66, m19, m36, m52, m86, m27, m95, m26, m7, m48, m91, m8, m32, m96, m25, m34, m24, m11, m55, m9, m16, m59, m71, m50, m77, m43, m49, m67, m44, m80, m89, m42, m35, m33, m15, m5, m40, m82, m17, m87, m37, m65, m90, m12, m3, m4, m41, m81, m51, m68, m39, m6, m1, m10, m75, m53, m28, m31, m88, m78, m76, m56, m74, m18, m47, m85, m63, m38, m64, m54, m30, m57, m62, m46, m14, m99, m2, m45, m70, m94, m61, m20, m23, m29, m72, m69, m92, m73, m83, m58, m79, m13, m100, m21, m97, m22, m60, m84, m93, m98
---
